order_id,customer_id,order_date,status,region_code
O0090,C0153,2024-12-01 00:13:42,PLACED,SOUTH
O0091,C0098,2025-11-21 15:26:12,RETURNED,EAST
O0092,C0260,2025-04-23 09:10:43,DELIVERED,NORTH
O0093,C0340,2025-07-27 05:23:13,CANCELLED,WEST
O0094,C0340,23-11-2024,SHIPPED,SOUTH
O0095,C0006,2026-04-10 01:38:30,SHIPPED,SOUTH
O0096,C0426,2025-10-21 16:54:00,RETURNED,WEST
O0097,C0055,2024-10-04 22:30:22,SHIPPED,SOUTH
O0098,C0246,2025-08-20 22:11:20,DELIVERED,NORTH
O0099,C0373,2025-04-12 07:59:25,DELIVERED,WEST
O0100,C0241,2025-11-27 16:15:25,CANCELLED,NORTH
O0101,C0246,2024-12-10 17:18:37,DELIVERED,NORTH
O0102,C0488,14-09-2025,DELIVERED,NORTH
O0103,C0383,2024-07-18 01:18:26,SHIPPED,WEST
O0104,C0331,11-09-2025,RETURNED,NORTH
O0105,C0245,05-08-2024,PLACED,WEST
O0106,C0298,2024-10-22 02:59:01,DELIVERED,SOUTH
O0107,,2024-10-09 08:33:25,PLACED,EAST
O0108,C0405,2026-05-12 15:02:32,SHIPPED,EAST
O0109,C0085,2025-06-08 11:32:13,DELIVERED,EAST
O0110,C0333,2025-10-25 17:02:38,DELIVERED,SOUTH
O0111,C0335,2026-05-13 17:54:17,RETURNED,EAST
O0112,C0267,2026-07-12 06:57:27,SHIPPED,WEST
O0113,C0497,08-09-2025,SHIPPED,SOUTH
O0114,C0325,2025-04-10 09:53:14,DELIVERED,EAST
O0115,,2025-12-07 03:37:46,DELIVERED,SOUTH
O0116,C0375,2025-03-03 23:20:29,PLACED,NORTH
O0117,C0279,2025-08-24 19:27:45,CANCELLED,EAST
O0118,C0223,10-09-2025,PLACED,EAST
O0119,C0127,2024-08-02 10:41:46,PLACED,EAST
O0120,C0091,2025-02-28 04:07:21,DELIVERED,EAST
O0121,C0134,2025-06-07 22:56:06,PLACED,EAST
O0122,C0432,2025-10-31 08:14:53,CANCELLED,SOUTH
O0123,C0303,2026-04-05 23:06:26,RETURNED,SOUTH
O0124,C0271,2025-03-17 15:14:19,RETURNED,NORTH
O0125,C0127,2025-07-19 18:14:50,PLACED,NORTH
O0126,C0267,2025-09-22 06:38:57,SHIPPED,SOUTH
O0127,C0215,2026-05-23 21:56:39,RETURNED,SOUTH
O0128,C0233,2026-04-06 15:03:26,SHIPPED,NORTH
O0129,C0173,2025-04-13 20:40:35,PLACED,WEST
O0130,C0048,2026-03-02 04:10:42,SHIPPED,SOUTH
O0131,C0358,2025-05-24 08:49:54,RETURNED,NORTH
O0132,C0485,2025-12-14 05:11:10,PLACED,WEST
O0133,C0263,2024-09-30 22:18:50,CANCELLED,WEST
O0134,C0375,2025-04-14 22:36:49,PLACED,NORTH
O0135,C0061,2025-10-01 08:24:31,PLACED,SOUTH
O0136,C0083,2026-01-03 12:08:47,SHIPPED,EAST
O0137,C0325,2025-12-26 08:30:08,RETURNED,WEST
O0138,C0375,2026-02-24 06:46:16,DELIVERED,WEST
O0139,C0046,2025-09-13 22:41:03,RETURNED,NORTH
O0140,C0148,2025-12-14 09:52:40,SHIPPED,WEST
O0141,C0261,2026-04-05 05:26:22,PLACED,WEST
O0142,C0064,2024-11-13 00:16:01,CANCELLED,WEST
O0143,C0441,2025-07-10 08:24:00,PLACED,EAST
O0144,C0172,2025-03-18 15:43:27,SHIPPED,NORTH
O0145,C0432,2024-10-10 10:51:19,DELIVERED,NORTH
O0146,C0450,2025-07-26 19:54:27,DELIVERED,SOUTH
O0147,C0117,2025-08-22 10:43:26,CANCELLED,WEST
O0148,C0363,2024-08-12 08:09:16,SHIPPED,WEST
O0149,,2025-08-09 11:50:37,CANCELLED,NORTH
O0150,C0093,2026-05-19 19:53:54,DELIVERED,EAST
O0151,C0051,2024-10-28 13:51:58,RETURNED,NORTH
O0152,C0281,2026-04-06 05:04:25,CANCELLED,SOUTH
O0153,C0122,2024-10-04 02:30:26,SHIPPED,NORTH
O0154,C0364,2024-07-19 07:18:17,PLACED,NORTH
O0155,C0447,2024-12-03 09:04:08,RETURNED,NORTH
O0156,C0097,2025-11-02 09:40:58,RETURNED,NORTH
O0157,C0426,2024-08-24 14:44:43,DELIVERED,WEST
O0158,C0283,2025-06-12 16:14:38,CANCELLED,EAST
O0159,C0126,2025-11-11 03:41:15,CANCELLED,EAST
O0160,C0350,2025-12-14 11:38:30,SHIPPED,EAST
O0161,C0176,2026-05-08 14:05:15,DELIVERED,WEST
O0162,C0319,2024-11-25 17:45:10,RETURNED,EAST
O0163,C0121,2025-05-29 00:17:00,PLACED,EAST
O0164,C0002,2024-10-25 16:11:28,SHIPPED,EAST
O0165,C0104,2025-04-08 22:30:21,DELIVERED,NORTH
O0166,C0115,2024-07-19 17:58:36,CANCELLED,WEST
O0167,C0387,2024-10-29 17:22:45,PLACED,SOUTH
O0168,C0041,2025-09-09 17:05:45,RETURNED,NORTH
O0169,C0009,2025-10-10 00:13:05,SHIPPED,NORTH
O0170,C0396,2024-10-09 05:14:27,SHIPPED,WEST
O0171,C0383,2024-11-30 15:08:44,PLACED,NORTH
O0172,C0464,2026-04-15 11:16:04,SHIPPED,NORTH
O0173,C0179,2026-07-03 20:39:55,RETURNED,NORTH
O0174,C0261,2026-04-22 02:40:08,DELIVERED,NORTH
O0175,C0158,2024-09-01 21:00:52,DELIVERED,SOUTH
O0176,C0496,2025-10-26 10:01:41,DELIVERED,SOUTH
O0177,C0290,2025-07-13 09:44:24,SHIPPED,NORTH
O0178,C0488,2025-08-12 10:50:45,SHIPPED,SOUTH
O0179,C0183,2024-10-04 00:47:43,SHIPPED,WEST
O0180,C0357,2024-09-09 12:09:58,CANCELLED,SOUTH
O0181,C0490,2025-04-24 23:51:01,SHIPPED,EAST
O0182,C0356,2026-03-29 10:32:09,DELIVERED,NORTH
O0183,C0142,2024-11-23 06:08:51,SHIPPED,WEST
O0184,C0253,2026-03-07 07:11:31,PLACED,NORTH
O0185,C0357,2026-05-24 15:29:57,DELIVERED,SOUTH
O0186,C0079,2026-06-17 07:26:12,RETURNED,SOUTH
O0187,C0336,2025-04-25 05:40:43,DELIVERED,SOUTH
O0188,C0196,2025-08-23 09:53:40,RETURNED,NORTH
O0189,C0439,2024-12-24 05:32:57,RETURNED,NORTH
O0190,C0332,2025-12-12 10:05:48,PLACED,EAST
O0191,C0404,2024-11-28 14:20:28,PLACED,EAST
O0192,C0438,2026-04-10 12:31:50,SHIPPED,NORTH
O0193,C0039,2025-06-19 22:59:26,DELIVERED,WEST
O0194,C0472,2026-05-22 05:35:23,DELIVERED,NORTH
O0195,C0179,2026-01-01 20:17:39,PLACED,NORTH
O0196,C0352,2025-11-06 22:39:45,RETURNED,EAST
O0197,C0062,2026-06-18 23:42:08,DELIVERED,NORTH
O0198,C0125,2025-04-29 04:31:35,SHIPPED,WEST
O0199,C0087,2025-10-15 13:44:17,PLACED,EAST
O0200,C0039,15-11-2024,CANCELLED,SOUTH
O0201,C0267,2025-10-23 23:57:58,PLACED,SOUTH
O0202,C0410,2025-01-08 02:13:59,DELIVERED,SOUTH
O0203,C0185,2025-12-29 22:26:05,SHIPPED,SOUTH
O0204,,2025-02-19 21:48:35,SHIPPED,EAST
O0205,C0081,2026-03-30 22:12:00,RETURNED,NORTH
O0206,C0030,2025-09-21 13:10:34,PLACED,SOUTH
O0207,C0437,2025-05-16 05:46:55,DELIVERED,WEST
O0208,C0225,2025-09-23 08:26:11,CANCELLED,SOUTH
O0209,C0450,2025-01-22 03:27:44,PLACED,EAST
O0210,C0278,2025-05-13 22:17:37,SHIPPED,SOUTH
O0211,C0292,2024-07-26 18:19:28,SHIPPED,WEST
O0212,C0024,2026-04-13 21:37:13,DELIVERED,NORTH
O0213,C0382,2025-12-10 04:00:25,RETURNED,SOUTH
O0214,C0186,2024-10-29 00:46:42,CANCELLED,EAST
O0215,C0230,2024-11-04 22:29:54,CANCELLED,NORTH
O0216,C0175,2026-05-01 13:46:25,DELIVERED,EAST
O0217,C0322,2026-04-28 04:38:56,CANCELLED,WEST
O0218,C0492,2025-03-16 13:11:15,RETURNED,SOUTH
O0219,C0057,2026-01-18 15:43:26,SHIPPED,EAST
O0220,C0285,2025-09-13 03:02:59,DELIVERED,WEST
O0221,C0450,06-08-2025,RETURNED,NORTH
O0222,C0202,2024-08-09 02:45:09,PLACED,EAST
O0223,C0481,2025-07-09 20:40:06,DELIVERED,SOUTH
O0224,C0070,2026-03-09 02:20:13,RETURNED,EAST
O0225,C0481,2025-05-31 05:28:07,PLACED,NORTH
O0226,C0026,2024-11-16 13:22:51,PLACED,WEST
O0227,C0268,2025-03-20 05:26:04,DELIVERED,EAST
O0228,C0014,2025-03-15 10:08:42,DELIVERED,WEST
O0229,C0146,2025-01-24 02:13:46,DELIVERED,SOUTH
O0230,C0049,19-06-2026,RETURNED,EAST
O0231,C0373,2025-11-16 14:34:13,RETURNED,SOUTH
O0232,C0012,2025-01-28 08:25:41,CANCELLED,SOUTH
O0233,C0251,2026-07-03 23:50:18,PLACED,WEST
O0234,C0148,2026-06-19 23:09:16,CANCELLED,SOUTH
O0235,C0048,2025-11-04 05:40:14,PLACED,SOUTH
O0236,C0473,2025-09-17 20:16:11,RETURNED,SOUTH
O0237,C0337,2024-11-04 02:58:51,RETURNED,EAST
O0238,C0388,2025-09-05 19:56:10,PLACED,WEST
O0239,C0298,2025-02-13 15:20:55,CANCELLED,EAST
O0240,C0302,2024-08-07 10:58:13,RETURNED,SOUTH
O0241,C0453,2026-01-05 21:31:46,SHIPPED,NORTH
O0242,C0177,2024-12-22 01:02:34,DELIVERED,SOUTH
O0243,C0390,2026-03-29 12:17:55,PLACED,SOUTH
O0244,C0401,30-09-2024,SHIPPED,SOUTH
O0245,C0032,2025-09-01 04:32:25,SHIPPED,NORTH
O0246,C0018,2025-04-26 18:30:09,PLACED,WEST
O0247,C0323,2026-03-01 04:46:47,CANCELLED,SOUTH
O0248,C0174,2025-10-22 00:22:12,DELIVERED,EAST
O0249,C0327,2026-06-07 12:53:04,RETURNED,SOUTH
O0250,C0175,2026-02-24 20:32:34,RETURNED,WEST
O0251,C0286,2024-10-25 17:41:47,CANCELLED,WEST
O0252,C0382,10-08-2025,PLACED,WEST
O0253,C0188,2025-10-06 00:14:53,DELIVERED,NORTH
O0254,C0025,2026-05-03 13:39:22,PLACED,NORTH
O0255,C0022,2025-11-04 22:45:34,PLACED,WEST
O0256,C0196,2025-09-30 19:16:48,SHIPPED,SOUTH
O0257,C0408,2026-04-04 20:59:28,SHIPPED,WEST
O0258,C0239,2024-12-27 07:10:42,RETURNED,SOUTH
O0259,C0300,2025-03-05 14:55:06,RETURNED,NORTH
O0260,C0376,2024-08-25 09:36:31,SHIPPED,EAST
O0261,C0284,2026-04-12 08:33:05,DELIVERED,SOUTH
O0262,C0499,2025-10-21 20:13:18,DELIVERED,EAST
O0263,C0131,2025-11-12 21:11:47,CANCELLED,EAST
O0264,C0152,2024-11-14 07:36:15,PLACED,SOUTH
O0265,C0136,25-10-2024,PLACED,SOUTH
O0266,C0475,2025-05-11 06:27:33,SHIPPED,SOUTH
O0267,C0449,2025-04-01 03:11:08,CANCELLED,NORTH
O0268,C0059,2026-05-02 22:47:54,CANCELLED,SOUTH
O0269,C0376,2025-07-11 10:57:31,DELIVERED,NORTH
O0270,C0157,2025-07-19 17:16:14,SHIPPED,EAST
O0271,C0353,2024-12-25 19:28:14,SHIPPED,SOUTH
O0272,C0045,2026-03-05 10:17:32,CANCELLED,EAST
O0273,C0138,2026-02-06 22:39:57,CANCELLED,WEST
O0274,C0241,2026-01-26 09:24:07,CANCELLED,WEST
O0275,C0298,2025-11-28 02:59:42,RETURNED,SOUTH
O0276,C0209,2025-09-19 13:50:14,PLACED,EAST
O0277,C0435,2024-07-25 23:20:26,CANCELLED,NORTH
O0278,C0177,11-06-2026,SHIPPED,SOUTH
O0279,C0068,2024-10-27 07:31:41,DELIVERED,EAST
O0280,C0260,2024-09-16 03:59:01,CANCELLED,SOUTH
O0281,C0405,2025-04-14 18:15:55,PLACED,NORTH
O0282,C0117,2025-09-12 01:15:29,CANCELLED,SOUTH
O0283,C0216,2026-03-06 04:25:38,SHIPPED,WEST
O0284,C0482,2024-08-23 02:38:51,RETURNED,WEST
O0285,C0002,2024-12-25 10:48:44,PLACED,EAST
O0286,C0063,2025-04-29 23:42:38,CANCELLED,NORTH
O0287,C0037,2025-01-28 03:57:37,RETURNED,SOUTH
O0288,C0088,2024-12-28 03:10:38,SHIPPED,SOUTH
O0289,C0169,2025-04-12 16:42:48,SHIPPED,SOUTH
O0290,C0377,2025-06-07 18:06:57,DELIVERED,NORTH
O0291,C0475,2025-04-08 23:41:03,DELIVERED,EAST
O0292,C0407,2026-06-01 20:00:48,CANCELLED,EAST
O0293,C0342,2025-09-17 18:06:27,PLACED,WEST
O0294,C0186,2025-03-26 00:47:48,DELIVERED,NORTH
O0295,C0032,2025-08-12 19:42:36,RETURNED,EAST
O0296,C0454,2025-02-17 15:04:59,RETURNED,SOUTH
O0297,C0114,2025-12-27 15:17:20,DELIVERED,SOUTH
O0298,C0060,2025-09-07 19:23:02,SHIPPED,EAST
O0299,C0147,2025-11-15 09:16:13,SHIPPED,EAST
O0300,C0033,2025-06-30 16:23:08,RETURNED,EAST
O0301,C0432,2025-02-10 03:34:01,RETURNED,WEST
O0302,C0480,2025-07-10 04:54:37,DELIVERED,WEST
O0303,C0179,2024-11-25 02:58:53,PLACED,EAST
O0304,C0218,2025-04-23 01:16:21,CANCELLED,WEST
O0305,C0465,2026-03-03 18:36:27,PLACED,EAST
O0306,C0020,2025-11-07 07:31:59,DELIVERED,EAST
O0307,C0357,2025-09-07 10:33:41,CANCELLED,SOUTH
O0308,C0050,2025-11-05 12:24:47,DELIVERED,EAST
O0309,C0013,2025-06-29 10:52:21,RETURNED,WEST
O0310,C0119,2025-09-30 20:58:55,DELIVERED,EAST
O0311,C0404,2025-09-03 00:54:40,RETURNED,NORTH
O0312,C0258,2024-07-21 09:01:27,SHIPPED,SOUTH
O0313,C0121,2025-05-08 13:30:59,DELIVERED,EAST
O0314,C0150,2025-01-08 21:32:15,RETURNED,SOUTH
O0315,C0078,2025-08-07 00:41:31,SHIPPED,EAST
O0316,C0296,2024-11-13 00:49:26,SHIPPED,SOUTH
O0317,C0186,2025-08-03 03:03:19,SHIPPED,SOUTH
O0318,C0101,2025-11-01 21:08:05,SHIPPED,SOUTH
O0319,C0441,2026-02-06 15:32:30,RETURNED,NORTH
O0320,C0292,2026-01-01 23:08:40,PLACED,WEST
O0321,C0034,2026-02-08 18:12:36,DELIVERED,NORTH
O0322,C0038,2024-09-22 22:57:57,PLACED,WEST
O0323,C0092,2025-04-23 09:32:40,RETURNED,EAST
O0324,C0473,2024-12-07 20:25:52,PLACED,NORTH
O0325,C0449,2026-05-18 07:15:42,PLACED,EAST
O0326,C0168,2024-08-13 21:11:05,PLACED,SOUTH
O0327,C0412,2024-08-12 09:50:14,CANCELLED,WEST
O0328,C0009,2026-07-04 03:59:43,DELIVERED,NORTH
O0329,C0221,2026-02-24 19:29:05,RETURNED,SOUTH
O0330,C0461,2026-07-07 06:15:10,DELIVERED,NORTH
O0331,C0293,2025-06-11 13:27:04,SHIPPED,EAST
O0332,C0404,2024-09-27 18:58:49,DELIVERED,NORTH
O0333,C0058,2025-07-02 02:54:41,RETURNED,EAST
O0334,C0180,2025-08-15 23:11:26,DELIVERED,NORTH
O0335,C0322,2025-10-29 05:11:02,CANCELLED,EAST
O0336,C0414,2025-12-14 22:35:44,CANCELLED,WEST
O0337,,2026-03-14 07:38:54,CANCELLED,EAST
O0338,C0192,2024-08-23 13:42:54,PLACED,SOUTH
O0339,C0325,2024-12-01 01:22:58,DELIVERED,WEST
O0340,C0136,2024-07-31 19:25:31,RETURNED,NORTH
O0341,C0379,2026-05-05 06:04:21,RETURNED,SOUTH
O0342,C0450,2025-04-02 03:49:48,RETURNED,EAST
O0343,C0366,2025-08-20 11:09:28,SHIPPED,SOUTH
O0344,C0257,2025-07-22 00:38:15,PLACED,WEST
O0345,C0071,2025-04-07 13:18:03,CANCELLED,NORTH
O0346,C0295,2025-06-20 17:46:48,PLACED,NORTH
O0347,,2025-01-22 17:24:40,SHIPPED,NORTH
O0348,C0341,2026-02-09 11:08:58,SHIPPED,SOUTH
O0349,C0410,2024-08-27 09:26:41,DELIVERED,SOUTH
O0350,C0267,2025-06-11 08:08:19,DELIVERED,WEST
O0351,C0010,2026-06-06 22:45:45,RETURNED,WEST
O0352,C0422,2024-09-12 12:15:07,SHIPPED,SOUTH
O0353,C0030,2025-01-21 16:13:19,SHIPPED,NORTH
O0354,C0047,2026-04-17 11:57:02,SHIPPED,EAST
O0355,C0366,2024-11-25 21:43:27,RETURNED,NORTH
O0356,C0290,2026-03-03 08:13:28,SHIPPED,SOUTH
O0357,C0391,2024-08-25 13:15:10,DELIVERED,NORTH
O0358,C0422,2025-02-20 04:25:51,DELIVERED,EAST
O0359,C0013,2026-05-19 21:27:17,CANCELLED,WEST
O0360,C0200,2025-11-15 06:43:42,RETURNED,EAST
O0361,C0055,2024-08-02 03:40:11,RETURNED,EAST
O0362,C0197,2026-02-11 14:20:05,CANCELLED,SOUTH
O0363,C0092,2026-01-21 11:35:41,PLACED,NORTH
O0364,C0016,2024-08-07 09:15:12,SHIPPED,SOUTH
O0365,C0306,2026-04-28 11:13:25,DELIVERED,WEST
O0366,C0017,2026-01-16 17:36:21,SHIPPED,EAST
O0367,C0050,2024-10-21 19:29:57,PLACED,NORTH
O0368,C0358,2024-08-19 08:28:45,RETURNED,SOUTH
O0369,C0413,2026-04-23 08:37:08,CANCELLED,WEST
O0370,C0467,2024-07-16 06:22:01,CANCELLED,WEST
O0371,C0107,10-08-2024,DELIVERED,NORTH
O0372,C0034,2024-09-22 09:51:11,CANCELLED,NORTH
O0373,C0157,2024-11-18 20:34:04,DELIVERED,WEST
O0374,C0500,2024-12-04 13:25:37,PLACED,NORTH
O0375,C0163,2025-06-27 19:40:16,PLACED,SOUTH
O0376,C0275,2024-08-13 23:14:16,PLACED,WEST
O0377,C0461,2024-12-12 02:11:27,DELIVERED,EAST
O0378,C0236,2025-02-04 18:01:53,DELIVERED,WEST
O0379,C0415,2026-06-05 05:06:42,CANCELLED,WEST
O0380,C0073,2025-07-03 14:39:56,SHIPPED,NORTH
O0381,C0091,2025-09-11 11:31:13,RETURNED,NORTH
O0382,C0352,2025-01-30 03:36:48,SHIPPED,SOUTH
O0383,C0082,2025-02-21 13:02:17,SHIPPED,NORTH
O0384,C0369,2025-07-24 22:52:44,RETURNED,SOUTH
O0385,C0324,2025-01-03 02:44:52,DELIVERED,WEST
O0386,C0209,2024-12-05 21:28:11,SHIPPED,WEST
O0387,C0074,2024-08-15 22:23:37,RETURNED,NORTH
O0388,C0456,2025-07-19 13:21:59,PLACED,NORTH
O0389,C0015,2024-11-05 19:20:29,CANCELLED,EAST
O0390,C0200,2025-12-03 14:11:35,SHIPPED,NORTH
O0391,C0090,2025-03-10 14:24:35,DELIVERED,NORTH
O0392,C0017,2025-05-28 10:12:29,PLACED,SOUTH
O0393,C0180,2025-04-05 06:58:51,DELIVERED,WEST
O0394,C0015,2025-10-30 12:37:26,PLACED,NORTH
O0395,C0399,2025-11-06 17:45:44,SHIPPED,WEST
O0396,C0174,2025-02-02 07:12:22,RETURNED,SOUTH
O0397,C0334,2025-01-17 06:15:48,RETURNED,EAST
O0398,C0286,2025-05-28 00:38:03,SHIPPED,NORTH
O0399,C0388,2025-06-07 08:16:01,DELIVERED,NORTH
O0400,C0344,2024-11-08 11:06:26,DELIVERED,WEST
O0401,C0334,2025-12-21 15:58:27,PLACED,NORTH
O0402,C0214,2025-02-17 15:48:47,SHIPPED,EAST
O0403,C0059,2024-11-14 11:44:33,PLACED,SOUTH
O0404,C0155,2024-11-11 20:26:11,CANCELLED,SOUTH
O0405,C0019,2025-11-24 10:29:59,RETURNED,SOUTH
O0406,C0310,2026-03-11 04:42:49,RETURNED,EAST
O0407,C0087,2025-08-25 18:16:57,RETURNED,WEST
O0408,C0301,2025-10-03 22:09:12,SHIPPED,SOUTH
O0409,C0170,2026-04-24 02:59:05,DELIVERED,SOUTH
O0410,C0166,2024-09-22 05:31:20,DELIVERED,SOUTH
O0411,C0485,2024-12-07 03:07:01,SHIPPED,WEST
O0412,C0044,2026-04-19 07:32:19,RETURNED,WEST
O0413,C0227,2024-11-15 05:59:05,RETURNED,SOUTH
O0414,C0088,2025-09-01 03:39:27,SHIPPED,EAST
O0415,C0316,22-02-2026,DELIVERED,EAST
O0416,C0298,2025-01-04 13:12:41,RETURNED,NORTH
O0417,C0400,2025-02-02 03:14:04,PLACED,WEST
O0418,C0336,2025-05-06 11:28:52,DELIVERED,WEST
O0419,,2026-03-05 00:45:25,RETURNED,EAST
O0420,C0367,2026-06-11 22:29:29,SHIPPED,WEST
O0421,C0310,2024-08-04 16:28:28,PLACED,EAST
O0422,C0462,2026-01-17 16:47:24,PLACED,WEST
O0423,C0357,2026-06-07 19:13:39,CANCELLED,SOUTH
O0424,C0078,2025-12-25 19:25:30,PLACED,WEST
O0425,C0427,2024-11-18 23:13:10,SHIPPED,EAST
O0426,C0074,2025-01-12 11:41:22,SHIPPED,EAST
O0427,C0303,2026-06-14 08:16:55,PLACED,NORTH
O0428,C0077,2025-08-27 15:13:04,SHIPPED,EAST
O0429,C0077,2025-09-06 01:18:31,CANCELLED,EAST
O0430,C0362,2025-08-03 08:45:46,PLACED,EAST
O0431,C0085,2025-01-14 22:52:45,CANCELLED,EAST
O0432,,2025-10-29 02:58:58,PLACED,NORTH
O0433,C0438,2025-03-09 01:26:54,RETURNED,EAST
O0434,C0307,2024-12-17 01:51:49,SHIPPED,SOUTH
O0435,C0341,2025-01-16 19:40:00,CANCELLED,WEST
O0436,C0411,2025-04-10 14:26:58,PLACED,NORTH
O0437,C0129,16-04-2025,SHIPPED,EAST
O0438,C0466,2026-02-04 13:18:59,SHIPPED,SOUTH
